	date	text	source	likes	shares	year	month	day
704	2022-06-28 08:03:01	@gyvenimass Χρόνια πολλά, χρόνια καλά με υγεία, αγάπη, χαρά και όλα όσα επιθυμείς !!!!!!!!! ❤❤❤❤❤❤❤❤❤❤❤	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	1	0	2022	6	28
705	2022-06-28 08:01:37	@tziperos @bluedoctoresa τίποτε αγάπη μου... @tziperos	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0	2022	6	28
706	2022-06-28 08:01:01	RT @panta_tif: Η αλήθεια είναι πως δίχως την δική σου αγάπη γρήγορα περνάει ο καιρός, δίχως την δική σου αγάπη είν ο κόσμος πιο μικρός. Δίκ…	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13	2022	6	28
707	2022-06-28 08:00:05	RT @morena24079869: Βαθύριζο φυτό η αγάπη. Δε ζει στο δέρμα ούτε στη γλώσσα. Ριζώνει σε ψυχές κι ανθίζει σε πράξεις.	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	220	2022	6	28
708	2022-06-28 07:59:44	Playing now:  ΕΛΕΝΑ ΠΑΠΑΡΙΖΟΥ &amp; ΑΝΑΣΤΑΣΙΟΣ ΡΑΜΜΟΣ - ΓΙΑ ΠΙΑ ΑΓΑΠΗ   Listen Live:  	"<a href=""https://www.radioenaxtra.com"" rel=""nofollow"">Radio Ena XTRA</a>"	0	0	2022	6	28
709	2022-06-28 07:59:20	RT @avmag_gr: Ένα συγκινητικό μυθιστόρημα για την αγάπη δύο queer μαύρων ανδρών και τις επικίνδυνες συνέπειες της διεκδίκησης και της απόλα…	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	1	2022	6	28
710	2022-06-28 07:57:52	"@Irene__quotes Την αγάπη μου 😜😜😜
Σε ευχαριστώ!"	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2022	6	28
711	2022-06-28 07:57:35	Πυρετό έχει η ΚατΚεν.. Η την έκλεισε την Μαλεσκου ο Κοκλωνης και έχει πάθει τέτοια αγάπη ξαφνική η ΚατΚεν... Κάτι πάντως συμβαίνει εδώ #superKaterina	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	9	0	2022	6	28
712	2022-06-28 07:57:24	@Aspromauro2 Αγάπη μόνο!🥰	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	1	0	2022	6	28
713	2022-06-28 07:56:42	"Πανελλήνια ημέρα ‘άλλος το πρωί, άλλος το βράδυ’.
Που ξυπνήσαμε με αυτό ⬇️ και πέσαμε για ύπνο με το ‘Αγάπη μου, έκλεισα τις τράπεζες!’.  "	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	3	0	2022	6	28
714	2022-06-28 07:55:39	RT @KoniLoukia: @PiliM73 Καλημέρα Μασια μου όμορφη χαρουμενη ευλογημενη μέρα ναχεις με αγαπη 💛⚘🌹💐☘  	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1	2022	6	28
715	2022-06-28 07:54:35	@PiliM73 Καλημέρα Μασια μου όμορφη χαρουμενη ευλογημενη μέρα ναχεις με αγαπη 💛⚘🌹💐☘  	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	5	1	2022	6	28
716	2022-06-28 07:54:13	Έτοιμο το φαγητό αγάπη μου  	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0	2022	6	28
717	2022-06-28 07:53:55	@efelikidoy @VassoLouri Καλημέρα αγάπη ❤️	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	2	0	2022	6	28
718	2022-06-28 07:53:34	@YOLO_7000 Χτες είδα βίντεο να τον αποκαλεί αυτή στο ίδιο μοτίβο...Έχουν ένα τρόπο φαίνεται να δείχνουν την αγάπη τους...	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2022	6	28
719	2022-06-28 07:52:27	"RT @cuddlereading: 《...και να σου λεω ότι είσαι πανέμορφος
και να σε αγκαλιάζω όταν αγχωνεσαι
και να σε κρατάω όταν πονας...》

Η ΑΓΆΠΗ ΤΟΥΣ…"	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	11	2022	6	28
720	2022-06-28 07:51:47	@Kevin64794212 Καλημερα, καλο αγορι!!🙏🙏❤❤για σενα,για ολα αυτα τα ωραια, που μας λες!! Με πολλη αγαπη!!🙏❤❤  	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	9	2	2022	6	28
721	2022-06-28 07:51:33	@gScCiNieeNBuWsx Με την αγάπη μου Ειρήνη... 🌴🌊😍🇬🇷	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2022	6	28
722	2022-06-28 07:50:49	@Adamant19482884 Χρόνια Πολλά Αδαμαντία μου!🎉🎆💕 Πολύχρονη!💯 Να γιορτάζεις πάντα με υγεία, αγάπη και χαρά!🙏❤️🎈 Κάθε καλό και θετικό στη ζωή σου, αγαπημένη μου!! 👌👌🎂🍾🥂🎁  	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	1	2022	6	28
723	2022-06-28 07:50:46	"Η δύναμη των λέξεων...
Όταν βαφτίζεις ""αγάπη"" την ανωμαλία!  "	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	2	0	2022	6	28
724	2022-06-28 07:49:17	Το γεγονός ότι κατάφερα μετά από 6 χρόνια να ξανακούσω το Αντίο αγάπη διχασμένη ίσως να με οδήγησε στην αγορά λινών φορεμάτων.	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	1	0	2022	6	28
725	2022-06-28 07:49:12	"@ms_dark_phoenix @gyvenimass Ο θεός να κόβει χρόνια απ' τον θείο κ να τα δίνει στην @gyvenimass 😝😁
Χρόνια μαγικά γεμάτα αγάπη κ καλοσύνη!!"	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0	2022	6	28
726	2022-06-28 07:48:20	RT @basiles_markos: Χειμώνα αγάπη μου έλα πάρε με από δω..	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	7	2022	6	28
727	2022-06-28 07:46:06	"@To_Repani Ωχχχ πρόλαβα;
Χρόνια πολλά νά τά εκατοστήσεις πάντα με υγεία και αγάπη φίλε μου"	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0	2022	6	28
728	2022-06-28 07:45:01	"@Adamant19482884 Αδαμαντία μου χρόνια πολλά
Υγεία αγάπη μόνο 
Να σου τα δίνει ο Θεός 
Φίλη μου κάθε χρόνο 💐🥂
Την καλημέρα μου 🌷  "	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	2	1	2022	6	28
729	2022-06-28 07:43:18	"Θα εμφανιστώ στη γενέτειρά μου το 2023.
 Ημερομηνία που έρχεται.
 Σας ευχαριστώ που κρατήσατε τη φλόγα τόσο ψηλά όλα αυτά τα χρόνια.
 Σε όλη την ελληνική μου οικογένεια σε αγαπώ!
 ΑΓΑΠΗ
 ΕΡΩΣ"	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0	2022	6	28
730	2022-06-28 07:40:00	"Ένα συγκινητικό μυθιστόρημα για την αγάπη δύο queer μαύρων ανδρών και τις επικίνδυνες συνέπειες της διεκδίκησης και της απόλαυσης αυτής της αγάπης 
@DioptraBooks  #avmag #dioptrabooks #diavazo #VresXrono #ebookgr
 "	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	4	1	2022	6	28
731	2022-06-28 07:38:48	RT @Goldie49B: @starick878 Καλημέρα Γαρυφαλλιά! 🌞☕❤️Όμορφη η μέρα σου! 🌿🌷Την αγάπη μου στο Βόλο. 💕Σε λίγες μέρες κοντά σας..... 🌊⛱️👌👌	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	1	2022	6	28
732	2022-06-28 07:38:07	ΑΓΑΠΗ ΚΑΙ ΦΩΣ: Δυο ψυχές δε συναντιούνται ποτέ τυχαία...!!!!  	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0	2022	6	28
733	2022-06-28 07:37:45	Ο Κωστακης έχει ξεχάσει ότι πηγε να κάψει  τη νύφη του στη Σ1 κ ο Μελ την έσωσε.Η το ότι του έχει σώσει τη ζωή 2 φορές τουλάχιστον.Η την ανιδιοτελή αγάπη+στηριξη του όταν η ίδια του η οικογένεια τον είχε χεσμενο.Αλλα ο Οσιος Κώτσος δεν μπορεί να δώσει συγχώρεση🤡 #AgriesMelisses  	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	16	0	2022	6	28
734	2022-06-28 07:37:44	@batsoulini @SoundTravell3r Kοριτσάκι τα καλλίτερα στην ζωή σου αγάπη χαρά ευτυχία επιτυχία και υγεία	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	2	0	2022	6	28
735	2022-06-28 07:36:55	RT @theodora1911: Καλημέρα με αγάπη!!!  	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	1	2022	6	28
736	2022-06-28 07:35:47	"@NikiZarou ""Παπά, πεινώ"" ""Παπά, ο Άλεξ πειράζει με"" ""Μάμα, είσαι δαμέ;"" ""Να πάμε τραμπολίνο στην αυλή; - Πήγαινε αγάπη μου. - Μα όι μόνη μου! Τζαι εσύ"" Αλήθκεια εν ημπορώ..."	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	3	0	2022	6	28
737	2022-06-28 07:35:41	@DanaePjVu1151 Καλημέρα με αγάπη και υγεία ☀️☕️🎼	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	1	2022	6	28
738	2022-06-28 07:35:26	"Καλημέρα Καλημέρα!!!
Επέτειος Σήμερα λέει, τού Asset τής Οικονομίας, πού ανακοίνωσε ευτυχής μέ στύλ Ιππότη τό ιστορικό επίτευγμα τού ΣΡΖΑ:
-""Αγάπη μουμουμου,
Σήμερα Έκλεισα τίς Τράπεζες""!!!
Δοξάστε τον!!!
#Λιμοκοντόρος"	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	10	1	2022	6	28
739	2022-06-28 07:35:03	@DimitraKa_ Καλημέρα αγάπη μου Δημήτρα! Έχει πολύ ωραίο χρώμα τέλειο!!Τα φιλιά μου καί την αγάπη μου γλυκιά μου!!😘😘❤️❤️❤️☕  	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	1	2022	6	28
740	2022-06-28 07:31:18	ΑΓΑΠΗ ΚΑΙ ΦΩΣ: Κάθε άνθρωπος που έχετε συναντήσει είναι εδώ για έ...  	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0	2022	6	28
741	2022-06-28 07:29:34	@energeiofaga Αγάπη στοργή και προδερμ	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2022	6	28
742	2022-06-28 07:29:33	@k6GF2VfMkSnue3x Τζούλια μου, ολα καλα θα σου πάνε κορίτσι μου, η αγάπη μας είναι μαζί σου. Οτι πιο θετικό	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2022	6	28
743	2022-06-28 07:28:48	@Osaka_Dam Καλημέρα αγάπη ❤️	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2022	6	28
744	2022-06-28 07:28:08	RT @O_Kafros: Η μόνη ανιδιοτελείς αγάπη στον κόσμο είναι αυτή που δείχνουν οι σκύλοι στον άνθρωπο	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	5	2022	6	28
745	2022-06-28 07:27:52	Βλέπει ένα τουιτ γεμάτο αγάπη και έρχεται να ξερασει χολή κατινιά και οχετο! Αυτό μπορείς....  #survivorGR  	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	2	0	2022	6	28
746	2022-06-28 07:26:04	@apodomitiko Τι ειναι η απελευθερωτικη αγαπη ωστοσο;	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	2	0	2022	6	28
747	2022-06-28 07:26:03	ΑΓΑΠΗ ΚΑΙ ΦΩΣ: Σ’ αυτό που εστιάζεις, αυτό μεγαλώνει, πολλαπλασιά...  	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0	2022	6	28
748	2022-06-28 07:24:40	"""Βλέπω πολλές φορές σε όλους σάς όταν κάποιος/ια έχει προβλήμα υγείας είτε μικρό είτε μεγάλο είστε όλοι έχει να δίνεται κουράγιο!!! Είστε όλοι υπέροχη!Ο θεός να ευλογήσει τής οικογένειας σάς!! Καλημέρα με αγάπη!!😘😘❤️❤️❤️❤️☕☕  "	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	27	14	2022	6	28
749	2022-06-28 07:24:16	ΑΓΑΠΗ ΚΑΙ ΦΩΣ: Σαν βρεις μυαλά που επικοινωνούν, να ευγνωμονείς τ...  	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0	2022	6	28
750	2022-06-28 07:23:18	ΑΓΑΠΗ ΚΑΙ ΦΩΣ: Επίλεξε τον τρόπο που θέλεις το σύμπαν να επικοινω...  	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0	2022	6	28
751	2022-06-28 07:21:42	RT @katia__karetsou: Μου λείπει..που δεν κατάφερα να τον κάνω να νιώσει την αγάπη και την υπερηφάνεια..Χρόνια πολλά για τους μπαμπάδες ❤️	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	12	2022	6	28
752	2022-06-28 07:20:48	@pegkykarrab @DioAugust Δεν είμαι άντρας, αγάπη μου. Αλλά από άτομο που χρησιμοποιεί το σοβρακοπλυστρα σαν βρισιά κ υποτιμάει μια γυναίκα, δεν θέλω σχόλια περί σεξισμόυ ❤️	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	1	0	2022	6	28
753	2022-06-28 07:19:45	"|ΠΑΝΤΕΛΗΣ ΜΠΟΥΚΑΛΑΣ ~ Εκδόσεις Άγρα |
Άγρια η αγάπη.
Αυτό ορίζει η αρχή της.
Και τέλος στην πυρά της δεν υπάρχει.
Από τα δυο κανένα.
Συμβαίνει. Απλώς συμβαίνει η αγάπη.
Όπως συμβαίνει η θάλασσα.''  "	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	9	6	2022	6	28
754	2022-06-28 07:19:08	@Faye_Mg Το θέμα είναι πως με όλα παραμένεις φαμπιουλουζ αγάπη	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0	2022	6	28
755	2022-06-28 07:18:17	@Goldfish_GR Καλημέρα, χρυσοψαράκι! Μόνο αγάπη!😍	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	1	0	2022	6	28
756	2022-06-28 07:17:09	RT @LieMadeline: Kαληνύχτα! Καλό ξημέρωμα...βιβλίο και νάνι! Την αγάπη μου!💙😁  	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	8	2022	6	28
757	2022-06-28 07:16:31	@starick878 Καλημέρα Γαρυφαλλιά! 🌞☕❤️Όμορφη η μέρα σου! 🌿🌷Την αγάπη μου στο Βόλο. 💕Σε λίγες μέρες κοντά σας..... 🌊⛱️👌👌	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	1	2022	6	28
758	2022-06-28 07:14:22	"RT @oParisianos: ""Γιατί εσύ, αγαπημένη, είσαι η πνοή, το οξυγόνο!
Και πώς ανέπνεα τόσο καιρό χωρίς το φιλί, τη ματιά, το άγγιγμα σου;"" 

Απ…"	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1	2022	6	28
759	2022-06-28 07:13:29	RT @EleniPls: Αυτο που μου λειπει που δε μενω με τη μαμά μου ειμαι η φροντίδα, η θαλπωρη, η αγαπη κι αυτο το ΟΛΟ ΠΑΡΑΤΑΣ ΤΑ ΠΡΑΓΜΑΤΑ ΣΟΥ ΑΠ…	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2	2022	6	28
760	2022-06-28 07:13:25	@pegkykarrab @DioAugust Αγάπη μου, παραμένεις μια δεύτερη 😘	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0	2022	6	28
761	2022-06-28 07:12:45	"Εκεί ακριβώς
Αριστερή οχθη
Κοντά στο γήπεδο ΦΟΙΝΙΚΑ
Έμαθα πιτσιρικάς μπανιο
ΠΕΙΡΑΪΚΉ ΟΝΕΙΡΟ
ΑΓΑΠΗ  "	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	2	0	2022	6	28
762	2022-06-28 07:12:06	@LilliumLoves @DioAugust Αγάπη μου σε γραφω κανονικά	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2022	6	28
763	2022-06-28 07:09:59	"RT @alximistis_r: αγάπη μόνο το καλοκαίρι 
και παγωτό 
πολύ παγωτό"	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	5	2022	6	28
764	2022-06-28 07:09:28	"Σε μας ο Θεός έδωσε την  ζωή και κάποιος άλλος δεν μας στην στέρησε, ας είμαστε προσεκτικοί στις αποφάσεις μας, με αγάπη για κάθε ύπαρξη.Μην αποφασίζετε  με άλλους στους  δρόμους και στις διαδηλώσεις γιατί όλοι μας έχουμε δικαιώματα στο περίπατο της ζωης k εκπλήξεων.
#Βελόπουλος  "	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	12	4	2022	6	28
765	2022-06-28 07:08:54	@mariazka1 Πέστα αγάπη μου γιατί μερικοί έχουν κάνει την προστυχιά σημαία. 😘	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2022	6	28
766	2022-06-28 07:07:52	@psillides_c Πολλή αγάπη για την ελευθερία έκφρασης και ανεκτικότητα για την αντίθετη άποψη το κείμενο που έβαλες…	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	2022	6	28
767	2022-06-28 07:07:49	@artifrex Μπράβο για τα επιτεύγματα σου,μπράβο για το βαψιμο,μπράβο  για το τουιτακι που έχει χιούμορ και αγάπη και μπράβο επί τοις χιλίοις για όλα τα υπόλοιπα που δεν έχεις ακούσει!	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2022	6	28
768	2022-06-28 07:07:26	@ZavitsaEva Αντε μπράβο αγάπη μου!!!!Τώρα ξεκούραση!!!Καλά αποτελέσματα!!!😚😚😚😚😚💜	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0	2022	6	28
769	2022-06-28 07:06:33	@ZavitsaEva Μπράβο αγάπη μουυυυ😍☺! Χαίρομαι πολυ για σένα. Καλο καλοκαίρι. Να ξεκουραστείς και να περάσεις υπέροχα. Σ αγαπω πολυυυυυ🥰💜💜❤❤💞💞🌞🏖️	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0	2022	6	28
770	2022-06-28 07:06:26	Επίσης νομίζω πρέπει κάποια στιγμή να σταματήσουμε να αποδίδουμε όλα τα κακά στην σεξουαλική ζωή του άλλου, νομίζω πρέπει να επικεντρωθούμε στην αγάπη ή μη που λαμβάνει κάποιος γενικά στη ζωή του, εκεί είναι η πηγή όλων νομίζω.. #μουτιδου	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	3	0	2022	6	28
771	2022-06-28 07:05:54	@fayssecretsssss καλημέρα αγάπη	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	2	0	2022	6	28
772	2022-06-28 07:05:29	@TheroigneM Αγάπη μεγάλη	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	2	0	2022	6	28
773	2022-06-28 07:04:31	Αυτο που μου λειπει που δε μενω με τη μαμά μου ειμαι η φροντίδα, η θαλπωρη, η αγαπη κι αυτο το ΟΛΟ ΠΑΡΑΤΑΣ ΤΑ ΠΡΑΓΜΑΤΑ ΣΟΥ ΑΠΟ ΔΩ ΚΙ ΑΠΟ ΚΕΙ ΒΑΡΕΘΗΚΑ ΠΙΑ ΚΩΛΟΠΑΙΔΙ ΝΑ ΜΑΙ ΔΟΥΛΑ ΣΟΥ ΣΗΚΩ ΦΥΓΕ	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	3	2	2022	6	28
774	2022-06-28 07:03:10	"28/6  εφημερίδα tomanifesto:
ΒΑΛΑΒΑΝΗ:ΑΠΟΚΑΛΥΨΕΙΣ-ΦΩΤΙΑ
Παρακολούθησα τι είχε υπογράψει και αμέσως παραιτήθηκα
Η συνεδρίαση του Eurogroup που πέταξαν έξω τον Βαρουφάκη
 Ο Λοβέρδος γράφει για «το νόθο δημοψήφισμα»
Η αγροτιά ψηφίζει Μητσοτάκη
«Αγάπη μου, έκλεισα τις τράπεζες» 

ζώα  "	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0	2022	6	28
775	2022-06-28 07:03:01	"28 Μαιου το 2015:

«Αγάπη μο, έκλεισα τις τράπεζες»!

Η γιορτή της γυναίκας με τα μαύρα (όχι αυτής του #theChaseGR, της άλλης, της σακαφιόρας που λέει και η Αρετή)…

#capitalcontrols ΔΕΝ ΞΕΧΝΩ!

#μουτιδου #Κεραμεως Alice cooper #survivorGR  "	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	4	0	2022	6	28
776	2022-06-28 07:02:15	Καλημέρα με υγεία και αγάπη!!!  	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2022	6	28
777	2022-06-28 07:01:54	"@Adamant19482884 Καλημέρα Αδαμαντία μου!!🎀
Χρόνια πολλά με αγάπη και υγεία!!
Ότι επιθυμείς!!🎀🎈🎀🎈🎀  "	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	1	2022	6	28
778	2022-06-28 07:01:46	@DamnUrania Εγώ αγάπη δεν μπαίνω σε αυτή τη διαδικασία. Καταλαβαίνω απόλυτα τι λες αλλά θέλω ηρεμία στην ζωή μου γενικά. Οπότε, μπλοκ &amp; έξω από την πόρτα.	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	1	0	2022	6	28
779	2022-06-28 07:01:04	@SupremeWitchery Η συναισθηματική σου ανεπάρκεια είναι εμφανής. Πιθανόν δεν πήρες οση αγάπη χρειαζόσουν από τους γονείς σου και αυτός είναι ο λόγος που η ζωή σου έχει αυτή την εξέλιξη. Βρες τα τους δικούς σου,αν δεν είναι πολύ αργά, και κυρίως με τον εαυτό για να πάψεις να είσαι τόσο δυστυχισμενη	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2022	6	28
780	2022-06-28 07:00:58	@DioAugust Αγάπη στην παραγωγή πες τα που έβαλε διαφημίσεις πριν μιλήσει η βαρετή μπαγκοζζζζμια	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2022	6	28
781	2022-06-28 06:58:49	"Ώστε το ""αγάπη μου έκλεισα τις τράπεζες"" το είπε ο Ντράγκι ρε Τζανακόπουλε;  #συριζα_πολιτικα_πτωματα"	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	7	0	2022	6	28
782	2022-06-28 06:56:02	@left2110 @karazamboukou αγάπη μου, τα μεγάλα πνεύματα συναντιούνται	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	2	0	2022	6	28
783	2022-06-28 06:55:41	Playing now:  ΑΝΔΡΙΑΝΑ ΜΠΑΜΠΑΛΗ - ΜΙΑ ΑΓΑΠΗ ΜΙΚΡΗ   Listen Live:  	"<a href=""https://www.radioenaxtra.com"" rel=""nofollow"">Radio Ena XTRA</a>"	0	0	2022	6	28
784	2022-06-28 06:51:59	@Dhanomgol @YOLO_7000 Είμαι DJ (από αγάπη κ από χομπι), παίζω μουσική χρόνια κ προσπαθώ να είμαι ενημερωμένη για ότι κυκλοφορεί για να μπορώ να έχω άπαντες ευχαριστημενους. Αυτό το είδος πραγματικά δεν γίνεται να το αφομοίωσω ούτε κ να το προωθήσω σωστά. Είναι ότι πιο άχρηστο έχουν ακούσει τ αφτια μου	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0	2022	6	28
785	2022-06-28 06:51:10	Καλημέρα με αγάπη!!!  	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	3	1	2022	6	28
786	2022-06-28 06:50:29	RT @MisanthropaxR: Σύμφωνα με τον #συριζα_πολιτικα_πτωματα ο «Αγάπη μου έκλεισα τις Τράπεζες» πρέπει να επιστρέψει σε μια νέα μπροοδευτική…	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	29	2022	6	28
787	2022-06-28 06:50:26	@georgiaka9 @druginaplug Συμπλέγματα που βγαίνουν σε επιθετικότητα είναι αυτά αγάπη μου... Δεν χρειάζεται να είναι κάποιος ψυχαναλυτής...μπαμ κάνουν από μακριά....	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	3	0	2022	6	28
788	2022-06-28 06:47:33	@Danaitsa18 Πριν τον ημιτελικό θα πονεσει πιο πολύ στην αδιάφορη μπαγκοσμια αγάπη μην αγχωνεσαι 💋💋	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2022	6	28
789	2022-06-28 06:46:56	"@TyraniaVapirel γιατί ρε αγάπη μου μας το κάνεις αυτό;
γιατί δηλαδή;"	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0	2022	6	28
790	2022-06-28 06:46:55	@ArCoDoyl Μην σε νοιάζει πως σε βλέπουν οι άλλοι, εσύ ξέρεις τι είσαι κ ποια είσαι.. Οι μαλάκες δεν τελειώνουν ποτέ.. Την αγάπη μου ❤️ ❤️ ❤️	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	4	0	2022	6	28
791	2022-06-28 06:46:21	RT @missophiasophie: Παντρεύτηκαν ξανά, μόνοι τους. Αυτοί και η αγάπη τους. 💚🌸#AgriesMelisses #ANftw  	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	8	2022	6	28
